date,open,high,low,close,volume
2018-05-07,1056.0,1056.0,1056.0,1056.0,10
2018-05-08,1056.0,1056.0,1056.0,1056.0,50
2018-05-09,1055.0,1055.0,1055.0,1055.0,15
2018-05-11,1020.0,1020.0,1020.0,1020.0,255
2018-05-15,1020.0,1020.0,1020.0,1020.0,20
2018-05-18,1021.0,1021.0,1010.0,1010.0,150
2018-05-22,1135.0,1135.0,1120.0,1120.0,20
2018-05-24,1021.0,1110.0,1021.0,1110.0,25
2018-05-28,1025.0,1025.0,1025.0,1025.0,1030
2018-05-30,1109.0,1109.0,1109.0,1109.0,10
2018-06-01,1030.0,1030.0,1030.0,1030.0,10
2018-06-06,1030.0,1030.0,1030.0,1030.0,11500
2018-06-07,1030.0,1030.0,1030.0,1030.0,50
2018-06-19,1031.0,1031.0,1031.0,1031.0,50
2018-06-20,1099.0,1099.0,1099.0,1099.0,20
2018-06-22,1032.0,1032.0,1000.0,1000.0,1000
2018-06-28,1080.0,1080.0,1080.0,1080.0,100
2018-07-02,1074.0,1074.0,1074.0,1074.0,5
2018-07-04,1072.0,1072.0,1072.0,1072.0,25
2018-07-05,1072.0,1072.0,1072.0,1072.0,10
2018-07-06,1049.0,1050.0,1049.0,1050.0,1900
2018-07-10,1050.0,1050.0,1050.0,1050.0,5
2018-07-11,1050.0,1050.0,1050.0,1050.0,15
2018-07-20,1040.0,1040.0,1040.0,1040.0,250
2018-07-24,1040.0,1043.0,1040.0,1043.0,70
2018-08-06,1049.0,1049.0,1049.0,1049.0,25
2018-08-08,1040.0,1040.0,1040.0,1040.0,395
2018-08-09,1049.0,1050.0,1049.0,1050.0,3000
2018-08-15,1028.0,1028.0,1028.0,1028.0,1000
2018-08-20,1050.0,1050.0,1050.0,1050.0,10
2018-08-23,1025.0,1025.0,1025.0,1025.0,6000
2018-08-24,1050.0,1050.0,1050.0,1050.0,220
2018-08-28,1050.0,1050.0,1050.0,1050.0,10
2018-08-29,1050.0,1050.0,1050.0,1050.0,5
2018-08-30,1050.0,1050.0,1002.0,1050.0,3025
2018-09-03,1049.0,1049.0,1049.0,1049.0,10
2018-09-05,1050.0,1050.0,1050.0,1050.0,130
2018-09-06,1050.0,1050.0,1050.0,1050.0,100
2018-09-11,1010.0,1010.0,1010.0,1010.0,520
2018-09-18,1011.0,1011.0,1010.0,1010.0,20
2018-09-26,1010.0,1010.0,1010.0,1010.0,20
2018-09-27,1047.0,1047.0,1047.0,1047.0,5
2018-09-28,1047.0,1047.0,1047.0,1047.0,5
2018-10-01,1047.0,1047.0,1045.0,1045.0,25
