date,open,high,low,close,volume
2003-12-19,1.1,1.1,1.1,1.1,10000
2004-06-15,1.1,1.1,1.1,1.1,30000
2004-06-23,1.1,1.1,1.1,1.1,3000
2004-12-02,1.1,1.1,1.1,1.1,4000
2004-12-06,1.1,1.1,1.1,1.1,5000
2005-05-30,1.1,1.1,1.1,1.1,2000
2005-07-07,1.1,1.1,1.1,1.1,10000
2007-01-12,1.5,1.5,1.5,1.5,35000
2007-01-16,2.2,2.2,2.2,2.2,1000
2007-02-14,1.32,1.32,1.32,1.32,4000
2009-05-11,0.8,0.8,0.8,0.8,3000
